
SetupTitle, ID-VG-FinFET
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.XAxis.Data, VG
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 1
TestParameter, Output.Graph.YAxis.Data, IS, IG
TestParameter, Output.Graph.YAxis.Scale, Log, Linear
TestParameter, Output.Graph.YAxis.Bottom, 1E-12, 1E-15
TestParameter, Output.Graph.YAxis.Top, 0.1, 1E-11
TestParameter, Output.Graph.YAxis.Group, Group 1, Group 2
TestParameter, Output.List.Data, VD, ID, IS, IG
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 06/14/2015 12:44:19
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 300
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 9df679bd-7874-4b49-88e6-7484c853f1be
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -2
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, IS, IG
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, Group 1, Group 2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-12, -1.7E-09
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.1, 1.5E-10
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, VG: [ 500 m, -2 ] V / 101; IG: 10 uA	VD: [ -950 m, -950 m] V / -450 mV; ID: 20 mA	VS: COMMON
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VD, ID, IS, IG
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, A, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, ID-VG-FinFET
Dimension1, 202, 202, 202, 202, 202
Dimension2, 1, 1, 1, 1, 1
DataName, VG, VD, IG, ID, IS
DataValue, 0.5, -0.95000000000000007, 1.4885E-10, -2.3772000000000003E-10, 8.1130000000000008E-11
DataValue, 0.47500000000000003, -0.95000000000000007, 1.2869E-10, -2.0090000000000003E-10, 6.637E-11
DataValue, 0.45, -0.95000000000000007, 1.0645E-10, -1.7284000000000002E-10, 6.253E-11
DataValue, 0.42500000000000004, -0.95000000000000007, 8.638E-11, -1.4259000000000002E-10, 5.128E-11
DataValue, 0.4, -0.95000000000000007, 7.096E-11, -1.1894E-10, 4.486E-11
DataValue, 0.375, -0.95000000000000007, 5.972E-11, -9.6840000000000011E-11, 3.748E-11
DataValue, 0.35000000000000003, -0.95000000000000007, 5.1580000000000004E-11, -8.241E-11, 2.7470000000000003E-11
DataValue, 0.325, -0.95000000000000007, 4.1490000000000004E-11, -7.2770000000000011E-11, 2.855E-11
DataValue, 0.3, -0.95000000000000007, 3.499E-11, -5.8790000000000011E-11, 2.05E-11
DataValue, 0.275, -0.95000000000000007, 2.7160000000000003E-11, -4.844E-11, 2.249E-11
DataValue, 0.25, -0.95000000000000007, 2.3520000000000003E-11, -4.207E-11, 1.7000000000000003E-11
DataValue, 0.225, -0.95000000000000007, 1.9980000000000002E-11, -3.508E-11, 1.628E-11
DataValue, 0.2, -0.95000000000000007, 1.8760000000000002E-11, -3.122E-11, 9.3100000000000013E-12
DataValue, 0.17500000000000002, -0.95000000000000007, 1.482E-11, -2.958E-11, 1.1030000000000001E-11
DataValue, 0.15, -0.95000000000000007, 1.228E-11, -2.2730000000000002E-11, 1.19E-11
DataValue, 0.125, -0.95000000000000007, 1.099E-11, -2.28E-11, 8.53E-12
DataValue, 0.1, -0.95000000000000007, 9.8300000000000015E-12, -1.6380000000000003E-11, 9.2100000000000013E-12
DataValue, 0.075, -0.95000000000000007, 9.6200000000000014E-12, -1.617E-11, 4.21E-12
DataValue, 0.05, -0.95000000000000007, 7.8800000000000012E-12, -1.5830000000000002E-11, 5.79E-12
DataValue, 0.025, -0.95000000000000007, 9.54E-12, -1.3700000000000002E-11, 2.0500000000000004E-12
DataValue, 0, -0.95000000000000007, 5.18E-12, -1.025E-11, 6.4700000000000005E-12
DataValue, -0.025, -0.95000000000000007, 4.13E-12, -1.0820000000000001E-11, 2.1200000000000003E-12
DataValue, -0.05, -0.95000000000000007, 3.3100000000000002E-12, -8.43E-12, 5.63E-12
DataValue, -0.075, -0.95000000000000007, 4.6100000000000008E-12, -1.0640000000000002E-11, 2.67E-12
DataValue, -0.1, -0.95000000000000007, 3.6800000000000005E-12, -1.3860000000000001E-11, 7.53E-12
DataValue, -0.125, -0.95000000000000007, 4.7000000000000006E-12, -2.0860000000000003E-11, 1.5160000000000002E-11
DataValue, -0.15, -0.95000000000000007, 1.26E-12, -4.5970000000000004E-11, 4.053E-11
DataValue, -0.17500000000000002, -0.95000000000000007, 3.9000000000000005E-13, -9.807E-11, 1.3779000000000002E-10
DataValue, -0.2, -0.95000000000000007, 3.13E-12, -3.0215000000000004E-10, 2.4244000000000004E-10
DataValue, -0.225, -0.95000000000000007, 6.1E-13, -6.098E-10, 6.0206000000000009E-10
DataValue, -0.25, -0.95000000000000007, 1.4870000000000003E-11, -1.5591E-09, 1.5218E-09
DataValue, -0.275, -0.95000000000000007, 3.6400000000000006E-12, -3.9105E-09, 3.8736E-09
DataValue, -0.3, -0.95000000000000007, 4.41E-12, -9.7843999999999986E-09, 9.8399E-09
DataValue, -0.325, -0.95000000000000007, 0, -2.4346E-08, 2.5755799999999998E-08
DataValue, -0.35000000000000003, -0.95000000000000007, 4.52E-12, -6.0499999999999992E-08, 6.12584E-08
DataValue, -0.375, -0.95000000000000007, -1.04E-12, -1.5424E-07, 1.5044E-07
DataValue, -0.4, -0.95000000000000007, -1.9E-12, -3.7379999999999997E-07, 3.7816E-07
DataValue, -0.42500000000000004, -0.95000000000000007, -2.2200000000000002E-12, -9.117E-07, 9.3097999999999994E-07
DataValue, -0.45, -0.95000000000000007, 5.2740000000000003E-11, -2.2401000000000004E-06, 2.2248000000000003E-06
DataValue, -0.47500000000000003, -0.95000000000000007, -2.31E-12, -5.1922000000000009E-06, 5.1339000000000009E-06
DataValue, -0.5, -0.95000000000000007, -2.74E-12, -1.1374E-05, 1.147E-05
DataValue, -0.525, -0.95000000000000007, -3.38E-12, -2.4012E-05, 2.3876E-05
DataValue, -0.55, -0.95000000000000007, -6.1300000000000007E-12, -4.627E-05, 4.6150000000000004E-05
DataValue, -0.57500000000000007, -0.95000000000000007, -8.070000000000001E-12, -8.2332E-05, 8.236E-05
DataValue, -0.6, -0.95000000000000007, -7.1500000000000008E-12, -0.00013568, 0.00013562
DataValue, -0.625, -0.95000000000000007, -9.74E-12, -0.00020958, 0.00020856000000000002
DataValue, -0.65, -0.95000000000000007, -1.098E-11, -0.0003018, 0.00030078
DataValue, -0.675, -0.95000000000000007, -1.291E-11, -0.00041450000000000005, 0.00041386000000000005
DataValue, -0.70000000000000007, -0.95000000000000007, -1.622E-11, -0.00054512000000000007, 0.00054444
DataValue, -0.72500000000000009, -0.95000000000000007, -1.7910000000000003E-11, -0.00069364, 0.00069044000000000006
DataValue, -0.75, -0.95000000000000007, -1.87E-11, -0.00085452000000000011, 0.0008562000000000001
DataValue, -0.775, -0.95000000000000007, -1.9800000000000002E-11, -0.00103436, 0.00103468
DataValue, -0.8, -0.95000000000000007, -2.4540000000000003E-11, -0.001222, 0.0012226000000000001
DataValue, -0.82500000000000007, -0.95000000000000007, -2.626E-11, -0.0014202, 0.0014154
DataValue, -0.85000000000000009, -0.95000000000000007, -2.711E-11, -0.0016336, 0.0016334000000000001
DataValue, -0.875, -0.95000000000000007, -2.9700000000000005E-11, -0.0018448, 0.0018558000000000001
DataValue, -0.9, -0.95000000000000007, -3.2070000000000005E-11, -0.002079, 0.0020782
DataValue, -0.925, -0.95000000000000007, -3.533E-11, -0.0023096, 0.0023072
DataValue, -0.95000000000000007, -0.95000000000000007, -4.0080000000000005E-11, -0.002551, 0.002546
DataValue, -0.97500000000000009, -0.95000000000000007, -4.2000000000000004E-11, -0.0027892, 0.0027846
DataValue, -1, -0.95000000000000007, -4.4990000000000004E-11, -0.0030364, 0.0030366
DataValue, -1.0250000000000001, -0.95000000000000007, -5.0210000000000007E-11, -0.0032858, 0.0032886
DataValue, -1.05, -0.95000000000000007, -5.5950000000000005E-11, -0.003546, 0.003542
DataValue, -1.075, -0.95000000000000007, -6.302E-11, -0.0037976, 0.0038018
DataValue, -1.1, -0.95000000000000007, -6.9350000000000011E-11, -0.0040656, 0.004056
DataValue, -1.125, -0.95000000000000007, -7.67E-11, -0.0043144, 0.0043226
DataValue, -1.1500000000000001, -0.95000000000000007, -8.4550000000000008E-11, -0.0045832, 0.0045822
DataValue, -1.175, -0.95000000000000007, -9.1610000000000007E-11, -0.004847, 0.00485
DataValue, -1.2, -0.95000000000000007, -1.0115000000000001E-10, -0.005108, 0.0051088
DataValue, -1.225, -0.95000000000000007, -1.1129000000000001E-10, -0.0053656, 0.0053750000000000004
DataValue, -1.25, -0.95000000000000007, -1.2183E-10, -0.0056386, 0.0056328
DataValue, -1.2750000000000001, -0.95000000000000007, -1.3202E-10, -0.0058920000000000005, 0.0058980000000000005
DataValue, -1.3, -0.95000000000000007, -1.4651000000000002E-10, -0.0061514000000000004, 0.0061462
DataValue, -1.325, -0.95000000000000007, -1.6096E-10, -0.0064274, 0.006413
DataValue, -1.35, -0.95000000000000007, -1.8008000000000001E-10, -0.0066534, 0.0066724
DataValue, -1.375, -0.95000000000000007, -1.9571000000000002E-10, -0.0069358, 0.0069064
DataValue, -1.4000000000000001, -0.95000000000000007, -2.1398000000000002E-10, -0.0071638000000000005, 0.0071746
DataValue, -1.425, -0.95000000000000007, -2.3540000000000003E-10, -0.0074072, 0.0074158
DataValue, -1.4500000000000002, -0.95000000000000007, -2.5608E-10, -0.0076702, 0.0076612
DataValue, -1.475, -0.95000000000000007, -2.8372000000000003E-10, -0.0079042, 0.0079136
DataValue, -1.5, -0.95000000000000007, -3.0696000000000004E-10, -0.008148, 0.0081184
DataValue, -1.5250000000000001, -0.95000000000000007, -3.4162E-10, -0.008382, 0.0083938
DataValue, -1.55, -0.95000000000000007, -3.7277000000000005E-10, -0.0085944, 0.0085992
DataValue, -1.5750000000000002, -0.95000000000000007, -4.0189000000000005E-10, -0.0088318, 0.008819200000000001
DataValue, -1.6, -0.95000000000000007, -4.4139E-10, -0.0090284, 0.0090542
DataValue, -1.625, -0.95000000000000007, -4.7859E-10, -0.0092512, 0.0092328
DataValue, -1.6500000000000001, -0.95000000000000007, -5.2602E-10, -0.0094472, 0.0094656
DataValue, -1.675, -0.95000000000000007, -5.7677000000000007E-10, -0.0096782, 0.0096526
DataValue, -1.7000000000000002, -0.95000000000000007, -6.278300000000001E-10, -0.0098684, 0.0098602
DataValue, -1.725, -0.95000000000000007, -6.8165E-10, -0.0100292, 0.0100512
DataValue, -1.75, -0.95000000000000007, -7.3011000000000008E-10, -0.0102398, 0.010219
DataValue, -1.7750000000000001, -0.95000000000000007, -8.0331000000000009E-10, -0.0103954, 0.010433
DataValue, -1.8, -0.95000000000000007, -8.5869000000000006E-10, -0.0105814, 0.0105582
DataValue, -1.8250000000000002, -0.95000000000000007, -9.3544E-10, -0.0107344, 0.0107736
DataValue, -1.85, -0.95000000000000007, -1.00921E-09, -0.0109206, 0.010893400000000001
DataValue, -1.875, -0.95000000000000007, -1.10394E-09, -0.0110684, 0.0110792
DataValue, -1.9000000000000001, -0.95000000000000007, -1.1974E-09, -0.0112154, 0.01122
DataValue, -1.925, -0.95000000000000007, -1.29E-09, -0.0113806, 0.0113764
DataValue, -1.9500000000000002, -0.95000000000000007, -1.3918E-09, -0.011516, 0.011528000000000002
DataValue, -1.975, -0.95000000000000007, -1.4999E-09, -0.011692000000000001, 0.011664
DataValue, -2, -0.95000000000000007, -1.6315E-09, -0.011804, 0.011816000000000002
DataValue, -2, -0.95000000000000007, -1.6153E-09, -0.011822000000000001, 0.011806
DataValue, -1.975, -0.95000000000000007, -1.5175E-09, -0.011686, 0.011694000000000001
DataValue, -1.9500000000000002, -0.95000000000000007, -1.3994E-09, -0.011542, 0.011538000000000001
DataValue, -1.925, -0.95000000000000007, -1.2944E-09, -0.011394000000000001, 0.011366000000000001
DataValue, -1.9000000000000001, -0.95000000000000007, -1.1941E-09, -0.011224000000000001, 0.011206
DataValue, -1.875, -0.95000000000000007, -1.1009E-09, -0.011062, 0.011078000000000001
DataValue, -1.85, -0.95000000000000007, -1.012E-09, -0.010896000000000001, 0.010874000000000002
DataValue, -1.8250000000000002, -0.95000000000000007, -9.4097000000000011E-10, -0.010716000000000002, 0.010728000000000001
DataValue, -1.8, -0.95000000000000007, -8.667E-10, -0.010566, 0.010538
DataValue, -1.7750000000000001, -0.95000000000000007, -8.0149000000000009E-10, -0.010372000000000001, 0.010404
DataValue, -1.75, -0.95000000000000007, -7.3372E-10, -0.010194000000000002, 0.010174
DataValue, -1.725, -0.95000000000000007, -6.826000000000001E-10, -0.0099894, 0.0099852
DataValue, -1.7000000000000002, -0.95000000000000007, -6.2120000000000009E-10, -0.0097834, 0.0097956
DataValue, -1.675, -0.95000000000000007, -5.728200000000001E-10, -0.0095964, 0.009629200000000001
DataValue, -1.6500000000000001, -0.95000000000000007, -5.2204000000000009E-10, -0.009425, 0.0093834
DataValue, -1.625, -0.95000000000000007, -4.8670000000000009E-10, -0.0091986, 0.0092162
DataValue, -1.6, -0.95000000000000007, -4.4486000000000005E-10, -0.0089684, 0.0089906
DataValue, -1.5750000000000002, -0.95000000000000007, -4.0495000000000003E-10, -0.0087776, 0.008739
DataValue, -1.55, -0.95000000000000007, -3.7377000000000004E-10, -0.008523600000000001, 0.008554
DataValue, -1.5250000000000001, -0.95000000000000007, -3.3592E-10, -0.0083228, 0.0083038
