
SetupTitle, ID-VG-FinFET
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.XAxis.Data, VG
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 1
TestParameter, Output.Graph.YAxis.Data, IS, IG
TestParameter, Output.Graph.YAxis.Scale, Log, Linear
TestParameter, Output.Graph.YAxis.Bottom, 1E-12, 1E-15
TestParameter, Output.Graph.YAxis.Top, 0.1, 1E-11
TestParameter, Output.Graph.YAxis.Group, Group 1, Group 2
TestParameter, Output.List.Data, VD, ID, IS, IG
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 06/14/2015 14:24:26
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 386
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, b7374a42-7d8f-47ef-b6a6-727e6d8e890c
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -2.5
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, IS, IG
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, Group 1, Group 2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-13, -4.2E-08
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.01, 2.1E-10
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.59090909090909094
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.59090909090909094
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.59090909090909094
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.59090909090909094
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.59090909090909094
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, VG: [ 500 m, -2.5 ] V / 126; IG: 10 uA	VD: [ -950 m, -950 m] V / -450 mV; ID: 20 mA	VS: COMMON
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VD, ID, IS, IG
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, A, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, ID-VG-FinFET
Dimension1, 252, 252, 252, 252, 252
Dimension2, 1, 1, 1, 1, 1
DataName, VG, VD, IG, ID, IS
DataValue, 0.5, -0.95000000000000007, 2.0894E-10, -2.3843E-10, 2.1060000000000003E-11
DataValue, 0.47600000000000003, -0.95000000000000007, 1.7933000000000002E-10, -1.9455000000000002E-10, 1.784E-11
DataValue, 0.452, -0.95000000000000007, 1.4448E-10, -1.6497E-10, 1.4410000000000002E-11
DataValue, 0.428, -0.95000000000000007, 1.2055E-10, -1.3871E-10, 1.763E-11
DataValue, 0.404, -0.95000000000000007, 9.9990000000000008E-11, -1.1380000000000001E-10, 1.363E-11
DataValue, 0.38, -0.95000000000000007, 8.305E-11, -9.607000000000001E-11, 1.1850000000000001E-11
DataValue, 0.356, -0.95000000000000007, 7.262E-11, -8.037E-11, 7.29E-12
DataValue, 0.332, -0.95000000000000007, 5.503E-11, -7.023E-11, 9.13E-12
DataValue, 0.308, -0.95000000000000007, 4.5290000000000006E-11, -5.6170000000000005E-11, 9.94E-12
DataValue, 0.28400000000000003, -0.95000000000000007, 3.941E-11, -4.7540000000000005E-11, 8.14E-12
DataValue, 0.26, -0.95000000000000007, 2.9850000000000005E-11, -3.93E-11, 1.1610000000000001E-11
DataValue, 0.23600000000000002, -0.95000000000000007, 2.978E-11, -3.387E-11, 7.42E-12
DataValue, 0.212, -0.95000000000000007, 2.1220000000000002E-11, -3.019E-11, 6.46E-12
DataValue, 0.188, -0.95000000000000007, 1.703E-11, -2.123E-11, 3.8900000000000006E-12
DataValue, 0.164, -0.95000000000000007, 1.442E-11, -1.753E-11, 2.92E-12
DataValue, 0.14, -0.95000000000000007, 1.0400000000000001E-11, -1.4110000000000002E-11, 6.0800000000000008E-12
DataValue, 0.116, -0.95000000000000007, 1.4310000000000002E-11, -1.4050000000000001E-11, 2.3800000000000004E-12
DataValue, 0.092, -0.95000000000000007, 8.35E-12, -1.2370000000000002E-11, 3.0100000000000003E-12
DataValue, 0.068, -0.95000000000000007, 5.44E-12, -6.6E-12, 3.6000000000000003E-13
DataValue, 0.044, -0.95000000000000007, 6.09E-12, -6.7200000000000004E-12, 2.9100000000000003E-12
DataValue, 0.02, -0.95000000000000007, 5.38E-12, -7.61E-12, 3.28E-12
DataValue, -0.004, -0.95000000000000007, 8.9900000000000011E-12, -7.1800000000000005E-12, 3.0000000000000003E-13
DataValue, -0.028, -0.95000000000000007, 2.2000000000000003E-12, -5.8800000000000008E-12, -6.400000000000001E-13
DataValue, -0.052000000000000005, -0.95000000000000007, 1.7100000000000002E-12, -2.8800000000000002E-12, 6.5000000000000006E-13
DataValue, -0.076, -0.95000000000000007, 2.04E-12, -5.3600000000000006E-12, 2.2200000000000002E-12
DataValue, -0.1, -0.95000000000000007, 3E-12, -5.29E-12, 1.21E-12
DataValue, -0.124, -0.95000000000000007, 6.0200000000000006E-12, -4.18E-12, -3.3700000000000004E-12
DataValue, -0.148, -0.95000000000000007, -6.8E-13, -4.8000000000000005E-12, 7.4000000000000008E-13
DataValue, -0.17200000000000001, -0.95000000000000007, 1.22E-12, -6.2E-12, 2.77E-12
DataValue, -0.196, -0.95000000000000007, 4E-13, -1.3790000000000002E-11, 1.0330000000000001E-11
DataValue, -0.22, -0.95000000000000007, 1.5400000000000001E-12, -2.3940000000000003E-11, 2.027E-11
DataValue, -0.244, -0.95000000000000007, 2.8800000000000002E-12, -5.6070000000000006E-11, 5.088E-11
DataValue, -0.268, -0.95000000000000007, -2.0200000000000003E-12, -1.3889E-10, 1.4062E-10
DataValue, -0.292, -0.95000000000000007, 3.1900000000000003E-12, -3.4428E-10, 3.4472E-10
DataValue, -0.316, -0.95000000000000007, -8.6000000000000007E-13, -8.6144000000000008E-10, 8.6036000000000012E-10
DataValue, -0.34, -0.95000000000000007, 1.979E-11, -2.1445E-09, 2.1424E-09
DataValue, -0.364, -0.95000000000000007, -3.6000000000000003E-13, -5.3535E-09, 5.3573E-09
DataValue, -0.388, -0.95000000000000007, 1.0630000000000001E-11, -1.3382999999999998E-08, 1.3379799999999999E-08
DataValue, -0.41200000000000003, -0.95000000000000007, -5.5100000000000006E-12, -3.3507E-08, 3.3519E-08
DataValue, -0.436, -0.95000000000000007, -1.27E-11, -8.3643999999999991E-08, 8.3725199999999988E-08
DataValue, -0.46, -0.95000000000000007, -1.3950000000000001E-11, -2.083E-07, 2.0812E-07
DataValue, -0.484, -0.95000000000000007, -2.2770000000000003E-11, -5.135E-07, 5.1372E-07
DataValue, -0.508, -0.95000000000000007, -4.7500000000000006E-12, -1.2133E-06, 1.2084000000000002E-06
DataValue, -0.532, -0.95000000000000007, -2.884E-11, -2.8459E-06, 2.8432E-06
DataValue, -0.556, -0.95000000000000007, -3.6210000000000003E-11, -6.3293000000000005E-06, 6.3311E-06
DataValue, -0.58, -0.95000000000000007, -4.013E-11, -1.3048000000000001E-05, 1.3036E-05
DataValue, -0.604, -0.95000000000000007, -4.4440000000000004E-11, -2.4514E-05, 2.4506000000000002E-05
DataValue, -0.628, -0.95000000000000007, -4.7440000000000006E-11, -4.2132E-05, 4.2138E-05
DataValue, -0.652, -0.95000000000000007, -5.1840000000000005E-11, -6.6542E-05, 6.6528E-05
DataValue, -0.676, -0.95000000000000007, -5.699E-11, -9.7968000000000008E-05, 9.796E-05
DataValue, -0.70000000000000007, -0.95000000000000007, -5.84E-11, -0.00013602000000000002, 0.00013608
DataValue, -0.724, -0.95000000000000007, -6.422E-11, -0.00018062000000000002, 0.00018068
DataValue, -0.748, -0.95000000000000007, -7.0350000000000008E-11, -0.00023104, 0.00023104
DataValue, -0.772, -0.95000000000000007, -7.657E-11, -0.00028676, 0.00028694
DataValue, -0.796, -0.95000000000000007, -8.0710000000000011E-11, -0.00034712, 0.00034706
DataValue, -0.82000000000000006, -0.95000000000000007, -8.767E-11, -0.00041192, 0.00041192
DataValue, -0.844, -0.95000000000000007, -9.733E-11, -0.00048058000000000004, 0.00048072
DataValue, -0.868, -0.95000000000000007, -1.0290000000000001E-10, -0.00055326000000000008, 0.00055318
DataValue, -0.892, -0.95000000000000007, -1.0783E-10, -0.00062874, 0.0006288
DataValue, -0.916, -0.95000000000000007, -1.1957E-10, -0.00070740000000000006, 0.00070738000000000007
DataValue, -0.94000000000000006, -0.95000000000000007, -1.3188000000000001E-10, -0.00078882000000000008, 0.00078888
DataValue, -0.964, -0.95000000000000007, -1.3970000000000002E-10, -0.00087260000000000007, 0.00087216000000000008
DataValue, -0.988, -0.95000000000000007, -1.4725E-10, -0.00095834, 0.00095846000000000006
DataValue, -1.012, -0.95000000000000007, -1.6114000000000003E-10, -0.0010476, 0.0010474
DataValue, -1.036, -0.95000000000000007, -1.7369000000000002E-10, -0.00113802, 0.00113864
DataValue, -1.06, -0.95000000000000007, -1.8619E-10, -0.0012312, 0.0012304
DataValue, -1.084, -0.95000000000000007, -1.9816000000000002E-10, -0.0013254, 0.0013254
DataValue, -1.108, -0.95000000000000007, -2.1414000000000002E-10, -0.0014222, 0.0014222
DataValue, -1.1320000000000001, -0.95000000000000007, -2.2813000000000002E-10, -0.0015204, 0.0015194
DataValue, -1.156, -0.95000000000000007, -2.409E-10, -0.001619, 0.001619
DataValue, -1.18, -0.95000000000000007, -2.5989E-10, -0.0017198, 0.0017196
DataValue, -1.204, -0.95000000000000007, -2.796E-10, -0.0018224, 0.001823
DataValue, -1.228, -0.95000000000000007, -2.9818E-10, -0.0019256, 0.0019258
DataValue, -1.252, -0.95000000000000007, -3.1836E-10, -0.0020298, 0.0020294
DataValue, -1.276, -0.95000000000000007, -3.3845E-10, -0.0021352, 0.002135
DataValue, -1.3, -0.95000000000000007, -3.6105E-10, -0.0022412, 0.0022406
DataValue, -1.324, -0.95000000000000007, -3.8458000000000003E-10, -0.0023442, 0.0023446
DataValue, -1.348, -0.95000000000000007, -4.0918000000000003E-10, -0.0024508, 0.0024506000000000003
DataValue, -1.372, -0.95000000000000007, -4.3851E-10, -0.0025572, 0.0025578000000000003
DataValue, -1.3960000000000001, -0.95000000000000007, -4.7244000000000008E-10, -0.0026674, 0.002667
DataValue, -1.42, -0.95000000000000007, -5.0395E-10, -0.00277, 0.0027696
DataValue, -1.444, -0.95000000000000007, -5.3577E-10, -0.0028758, 0.0028728
DataValue, -1.468, -0.95000000000000007, -5.7924000000000006E-10, -0.0029738, 0.0029736
DataValue, -1.492, -0.95000000000000007, -6.2667000000000007E-10, -0.0030766, 0.0030776
DataValue, -1.516, -0.95000000000000007, -6.7239000000000009E-10, -0.0031734000000000003, 0.0031742
DataValue, -1.54, -0.95000000000000007, -7.2460000000000006E-10, -0.0032628, 0.0032630000000000003
DataValue, -1.564, -0.95000000000000007, -7.8583000000000007E-10, -0.003353, 0.0033532
DataValue, -1.588, -0.95000000000000007, -8.520900000000001E-10, -0.0034346, 0.0034368000000000003
DataValue, -1.612, -0.95000000000000007, -9.2113000000000011E-10, -0.0035174, 0.0035168
DataValue, -1.6360000000000001, -0.95000000000000007, -1.00552E-09, -0.0035998000000000002, 0.0036008
DataValue, -1.6600000000000001, -0.95000000000000007, -1.0931E-09, -0.0036824, 0.0036858
DataValue, -1.684, -0.95000000000000007, -1.2376E-09, -0.0037586, 0.0037608
DataValue, -1.708, -0.95000000000000007, -1.3082E-09, -0.0038354, 0.0038372000000000002
DataValue, -1.732, -0.95000000000000007, -1.4393E-09, -0.003914, 0.0039138
DataValue, -1.756, -0.95000000000000007, -1.5865E-09, -0.0039928, 0.0039900000000000005
DataValue, -1.78, -0.95000000000000007, -1.7982E-09, -0.0040564, 0.0040646
DataValue, -1.804, -0.95000000000000007, -2.1329E-09, -0.0041416000000000005, 0.0041396
DataValue, -1.828, -0.95000000000000007, -2.1223E-09, -0.0042016, 0.0042066000000000004
DataValue, -1.852, -0.95000000000000007, -2.3998E-09, -0.0042898, 0.0042858
DataValue, -1.8760000000000001, -0.95000000000000007, -2.6441E-09, -0.0043524, 0.0043472
DataValue, -1.9000000000000001, -0.95000000000000007, -3.2855E-09, -0.0044152, 0.0044182
DataValue, -1.924, -0.95000000000000007, -3.5753E-09, -0.0044816000000000005, 0.0044798
DataValue, -1.948, -0.95000000000000007, -3.9911E-09, -0.0045214, 0.0045126
DataValue, -1.972, -0.95000000000000007, -4.3949E-09, -0.0045884, 0.004596
DataValue, -1.996, -0.95000000000000007, -4.869E-09, -0.0046282, 0.0046302
DataValue, -2.02, -0.95000000000000007, -5.3696E-09, -0.0046804, 0.0046638
DataValue, -2.044, -0.95000000000000007, -5.8925E-09, -0.0047208, 0.0047292
DataValue, -2.068, -0.95000000000000007, -6.489E-09, -0.0047618, 0.004758
DataValue, -2.092, -0.95000000000000007, -7.189E-09, -0.004804, 0.004802
DataValue, -2.116, -0.95000000000000007, -8.0067E-09, -0.0048706, 0.004873
DataValue, -2.14, -0.95000000000000007, -8.8883E-09, -0.0049336, 0.0049302
DataValue, -2.164, -0.95000000000000007, -9.9061E-09, -0.0050006, 0.0049894
DataValue, -2.188, -0.95000000000000007, -1.10222E-08, -0.0050444, 0.005043
DataValue, -2.212, -0.95000000000000007, -1.2274099999999998E-08, -0.0050708, 0.005085
DataValue, -2.236, -0.95000000000000007, -1.36156E-08, -0.0051186, 0.005104
DataValue, -2.2600000000000002, -0.95000000000000007, -1.50519E-08, -0.0051592, 0.0051600000000000005
DataValue, -2.2840000000000003, -0.95000000000000007, -1.66165E-08, -0.005191, 0.0051888
DataValue, -2.308, -0.95000000000000007, -1.84788E-08, -0.0052346, 0.0052384
DataValue, -2.332, -0.95000000000000007, -2.04289E-08, -0.0052762, 0.0052744
DataValue, -2.356, -0.95000000000000007, -2.2862199999999997E-08, -0.0053574, 0.0053558
DataValue, -2.38, -0.95000000000000007, -2.5247499999999998E-08, -0.0053666, 0.0053616
DataValue, -2.404, -0.95000000000000007, -2.7819099999999998E-08, -0.0054062, 0.0054202
