
SetupTitle, ID-VG-FinFET
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.XAxis.Data, VG
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 1
TestParameter, Output.Graph.YAxis.Data, IS, IG
TestParameter, Output.Graph.YAxis.Scale, Log, Linear
TestParameter, Output.Graph.YAxis.Bottom, 1E-12, 1E-15
TestParameter, Output.Graph.YAxis.Top, 0.1, 1E-11
TestParameter, Output.Graph.YAxis.Group, Group 1, Group 2
TestParameter, Output.List.Data, VD, ID, IS, IG
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 06/14/2015 14:22:04
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 382
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 1b39caf2-667a-47fd-97f8-60be72754e11
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -2.5
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, IS, IG
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, Group 1, Group 2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-14, -2.3E-07
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.01, 5.2E-12
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.625
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.625
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.625
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.625
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.625
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, VG: [ 500 m, -2.5 ] V / 126; IG: 10 uA	VD: [ -200 m, -200 m] V / -450 mV; ID: 20 mA	VS: COMMON
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VD, ID, IS, IG
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, A, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, ID-VG-FinFET
Dimension1, 252, 252, 252, 252, 252
Dimension2, 1, 1, 1, 1, 1
DataName, VG, VD, IG, ID, IS
DataValue, 0.5, -0.2, -1.1500000000000002E-12, -2.3200000000000002E-12, -1.1100000000000001E-12
DataValue, 0.47600000000000003, -0.2, 1.3800000000000002E-12, -2.03E-12, 9.000000000000001E-13
DataValue, 0.452, -0.2, 6.5000000000000006E-13, -1.93E-12, 4.5400000000000004E-12
DataValue, 0.428, -0.2, 3.76E-12, -1.0600000000000001E-12, 1.23E-12
DataValue, 0.404, -0.2, -8.4000000000000006E-13, -2.57E-12, 2.6E-13
DataValue, 0.38, -0.2, 1.22E-12, -2.3500000000000003E-12, 2.8400000000000004E-12
DataValue, 0.356, -0.2, 5.1700000000000008E-12, -1.27E-12, -5.7E-13
DataValue, 0.332, -0.2, -9.6000000000000015E-13, -1.8000000000000002E-13, -2.23E-12
DataValue, 0.308, -0.2, -1.12E-12, 1.73E-12, -1.23E-12
DataValue, 0.28400000000000003, -0.2, 6.8E-13, -1.7600000000000002E-12, 1.3500000000000001E-12
DataValue, 0.26, -0.2, 1.2000000000000002E-13, -1.4300000000000002E-12, 4.6000000000000006E-12
DataValue, 0.23600000000000002, -0.2, 3.5000000000000004E-12, -1.3E-13, 1.13E-12
DataValue, 0.212, -0.2, 9.0000000000000008E-14, -1.4900000000000001E-12, 8.4000000000000006E-13
DataValue, 0.188, -0.2, 5E-14, 1.23E-12, -2.1700000000000002E-12
DataValue, 0.164, -0.2, 6.7000000000000007E-13, -3.1000000000000004E-13, 4.0000000000000006E-14
DataValue, 0.14, -0.2, -9.000000000000001E-13, -9.3E-13, 5.08E-12
DataValue, 0.116, -0.2, 4.4000000000000006E-12, 8.0000000000000013E-14, 6.6E-13
DataValue, 0.092, -0.2, -2.7E-13, -8.9E-13, 7E-14
DataValue, 0.068, -0.2, -1.5400000000000001E-12, 1.65E-12, -1.02E-12
DataValue, 0.044, -0.2, -4.8000000000000008E-13, -2.6E-13, 1.8900000000000002E-12
DataValue, 0.02, -0.2, -3.1000000000000004E-13, -1.03E-12, 3.81E-12
DataValue, -0.004, -0.2, 4.06E-12, -3.5E-13, -1.1100000000000001E-12
DataValue, -0.028, -0.2, -2.1700000000000002E-12, 4.4000000000000004E-13, -1.93E-12
DataValue, -0.052000000000000005, -0.2, -1.5600000000000002E-12, 1.8100000000000002E-12, -9.0000000000000008E-14
DataValue, -0.076, -0.2, -1.3400000000000002E-12, -9.7000000000000011E-13, 1.14E-12
DataValue, -0.1, -0.2, -2.5E-13, -1.69E-12, 2.04E-12
DataValue, -0.124, -0.2, 4.12E-12, -1.07E-12, -2.1700000000000002E-12
DataValue, -0.148, -0.2, -3.0100000000000003E-12, -1.2800000000000002E-12, -2E-13
DataValue, -0.17200000000000001, -0.2, -1.59E-12, -1.2500000000000001E-12, 2.18E-12
DataValue, -0.196, -0.2, -1.03E-12, -8.9800000000000009E-12, 9.58E-12
DataValue, -0.22, -0.2, -7.3E-13, -2.1150000000000003E-11, 2.3990000000000003E-11
DataValue, -0.244, -0.2, 2.7100000000000004E-12, -4.985E-11, 5.251E-11
DataValue, -0.268, -0.2, -1.0100000000000001E-12, -1.267E-10, 1.2658000000000002E-10
DataValue, -0.292, -0.2, -9.4E-13, -3.1482E-10, 3.1314E-10
DataValue, -0.316, -0.2, -2E-13, -7.8762E-10, 7.858E-10
DataValue, -0.34, -0.2, -6.9000000000000009E-13, -1.97E-09, 1.9715E-09
DataValue, -0.364, -0.2, -4.97E-12, -4.9283E-09, 4.9251E-09
DataValue, -0.388, -0.2, -3.6900000000000006E-12, -1.2331599999999999E-08, 1.2333399999999999E-08
DataValue, -0.41200000000000003, -0.2, -1.0000000000000001E-11, -3.08452E-08, 3.0842799999999996E-08
DataValue, -0.436, -0.2, -1.3650000000000001E-11, -7.7059199999999986E-08, 7.6993199999999991E-08
DataValue, -0.46, -0.2, -2.0420000000000002E-11, -1.917E-07, 1.916E-07
DataValue, -0.484, -0.2, -2.509E-11, -4.7267999999999997E-07, 4.7238E-07
DataValue, -0.508, -0.2, -3.2400000000000006E-11, -1.11596E-06, 1.11478E-06
DataValue, -0.532, -0.2, -3.839E-11, -2.6254000000000003E-06, 2.6198000000000003E-06
DataValue, -0.556, -0.2, -4.057E-11, -5.8591E-06, 5.8544E-06
DataValue, -0.58, -0.2, -4.5130000000000003E-11, -1.213E-05, 1.2110000000000001E-05
DataValue, -0.604, -0.2, -5.088E-11, -2.2922000000000002E-05, 2.2974E-05
DataValue, -0.628, -0.2, -5.361E-11, -3.9474E-05, 3.9492E-05
DataValue, -0.652, -0.2, -5.883E-11, -6.2556E-05, 6.2524E-05
DataValue, -0.676, -0.2, -6.446E-11, -9.2072000000000009E-05, 9.1988E-05
DataValue, -0.70000000000000007, -0.2, -7.0900000000000008E-11, -0.00012762, 0.0001276
DataValue, -0.724, -0.2, -7.8980000000000008E-11, -0.00016814, 0.00016810000000000002
DataValue, -0.748, -0.2, -8.6290000000000007E-11, -0.00021248000000000003, 0.00021248000000000003
DataValue, -0.772, -0.2, -9.9580000000000007E-11, -0.00025932, 0.00025922
DataValue, -0.796, -0.2, -1.1574E-10, -0.00030674, 0.00030690000000000003
DataValue, -0.82000000000000006, -0.2, -1.3305000000000002E-10, -0.00035400000000000004, 0.00035400000000000004
DataValue, -0.844, -0.2, -1.5746000000000002E-10, -0.00039998000000000003, 0.0004
DataValue, -0.868, -0.2, -1.8768000000000002E-10, -0.00044366, 0.00044362000000000004
DataValue, -0.892, -0.2, -2.1562000000000003E-10, -0.00048504, 0.00048468000000000003
DataValue, -0.916, -0.2, -2.4865E-10, -0.0005234, 0.00052326
DataValue, -0.94000000000000006, -0.2, -2.9277E-10, -0.00055924, 0.00055918
DataValue, -0.964, -0.2, -3.3908000000000003E-10, -0.00059240000000000009, 0.00059244000000000007
DataValue, -0.988, -0.2, -3.8749E-10, -0.00062268, 0.0006227
DataValue, -1.012, -0.2, -4.4126000000000004E-10, -0.00065094, 0.00065112
DataValue, -1.036, -0.2, -5.0312E-10, -0.00067714, 0.00067708
DataValue, -1.06, -0.2, -5.6963E-10, -0.00070114, 0.00070126
DataValue, -1.084, -0.2, -6.3877000000000006E-10, -0.00072312000000000006, 0.00072328000000000008
DataValue, -1.108, -0.2, -7.1769E-10, -0.0007435, 0.00074380000000000008
DataValue, -1.1320000000000001, -0.2, -8.0600000000000011E-10, -0.0007627, 0.00076268000000000006
DataValue, -1.156, -0.2, -8.9522E-10, -0.00078026000000000007, 0.00078006000000000006
DataValue, -1.18, -0.2, -9.9291E-10, -0.00079608, 0.00079658000000000007
DataValue, -1.204, -0.2, -1.1065E-09, -0.00081144000000000008, 0.0008117
DataValue, -1.228, -0.2, -1.2262E-09, -0.00082538, 0.00082534
DataValue, -1.252, -0.2, -1.3602E-09, -0.00083846000000000007, 0.0008386
DataValue, -1.276, -0.2, -1.5096E-09, -0.00085068, 0.0008505600000000001
DataValue, -1.3, -0.2, -1.6812E-09, -0.00086172000000000006, 0.0008618600000000001
DataValue, -1.324, -0.2, -1.8761E-09, -0.00087224, 0.00087224
DataValue, -1.348, -0.2, -2.0891E-09, -0.00088204000000000006, 0.00088220000000000008
DataValue, -1.372, -0.2, -2.3561E-09, -0.0008917, 0.00089198
DataValue, -1.3960000000000001, -0.2, -2.6224E-09, -0.00089994, 0.00090040000000000009
DataValue, -1.42, -0.2, -3.282E-09, -0.00090838000000000008, 0.0009083400000000001
DataValue, -1.444, -0.2, -3.5467E-09, -0.00091564, 0.00091576000000000005
DataValue, -1.468, -0.2, -3.8632E-09, -0.00092296, 0.00092308000000000006
DataValue, -1.492, -0.2, -4.4502E-09, -0.00092944, 0.0009297000000000001
DataValue, -1.516, -0.2, -4.8492E-09, -0.00093572, 0.0009359800000000001
DataValue, -1.54, -0.2, -5.4018E-09, -0.0009416, 0.00094202
DataValue, -1.564, -0.2, -6.0652E-09, -0.00094722, 0.00094734000000000007
DataValue, -1.588, -0.2, -6.7657E-09, -0.00095214000000000008, 0.00095262
DataValue, -1.612, -0.2, -7.5012E-09, -0.00095744, 0.00095686
DataValue, -1.6360000000000001, -0.2, -8.3375E-09, -0.00096224000000000006, 0.00096208
DataValue, -1.6600000000000001, -0.2, -9.2602E-09, -0.00096620000000000007, 0.00096646
DataValue, -1.684, -0.2, -1.02546E-08, -0.00097052000000000011, 0.00097040000000000006
DataValue, -1.708, -0.2, -1.13839E-08, -0.00097444, 0.00097486
DataValue, -1.732, -0.2, -1.26761E-08, -0.00097822000000000013, 0.00097828
DataValue, -1.756, -0.2, -1.40297E-08, -0.00098208, 0.00098204
DataValue, -1.78, -0.2, -1.55698E-08, -0.0009854, 0.00098508000000000016
DataValue, -1.804, -0.2, -1.72678E-08, -0.00098864, 0.00098832
DataValue, -1.828, -0.2, -1.9111899999999997E-08, -0.00099132, 0.00099156
DataValue, -1.852, -0.2, -2.1105399999999998E-08, -0.0009947, 0.00099480000000000011
DataValue, -1.8760000000000001, -0.2, -2.33313E-08, -0.00099698, 0.00099698
DataValue, -1.9000000000000001, -0.2, -2.5647099999999997E-08, -0.00099936000000000014, 0.00099988
DataValue, -1.924, -0.2, -2.8613799999999996E-08, -0.00100178, 0.00100168
DataValue, -1.948, -0.2, -3.15262E-08, -0.0010038, 0.0010043600000000002
DataValue, -1.972, -0.2, -3.8077E-08, -0.0010060400000000002, 0.00100632
DataValue, -1.996, -0.2, -4.1416699999999997E-08, -0.0010083000000000002, 0.00100862
DataValue, -2.02, -0.2, -4.5170999999999995E-08, -0.0010104, 0.00101004
DataValue, -2.044, -0.2, -4.9238899999999996E-08, -0.0010118, 0.0010118800000000002
DataValue, -2.068, -0.2, -5.3588799999999993E-08, -0.0010136400000000001, 0.00101358
DataValue, -2.092, -0.2, -5.76046E-08, -0.0010150600000000001, 0.00101508
DataValue, -2.116, -0.2, -6.21199E-08, -0.00101662, 0.00101644
DataValue, -2.14, -0.2, -6.85076E-08, -0.00101742, 0.0010179800000000001
DataValue, -2.164, -0.2, -7.31134E-08, -0.00101876, 0.00101914
DataValue, -2.188, -0.2, -7.9299299999999991E-08, -0.00101932, 0.00101968
DataValue, -2.212, -0.2, -8.6393499999999985E-08, -0.00102136, 0.00102154
DataValue, -2.236, -0.2, -9.3543899999999988E-08, -0.0010225400000000002, 0.00102264
DataValue, -2.2600000000000002, -0.2, -1.0135329999999998E-07, -0.00102348, 0.00102398
DataValue, -2.2840000000000003, -0.2, -1.10574E-07, -0.0010249, 0.00102496
DataValue, -2.308, -0.2, -1.2057999999999999E-07, -0.00102562, 0.0010259000000000002
DataValue, -2.332, -0.2, -1.2944E-07, -0.0010255800000000001, 0.0010261200000000002
DataValue, -2.356, -0.2, -1.3874E-07, -0.0010264200000000001, 0.00102644
DataValue, -2.38, -0.2, -1.5168E-07, -0.00102756, 0.00102746
DataValue, -2.404, -0.2, -1.6406E-07, -0.00102774, 0.0010276
DataValue, -2.428, -0.2, -1.76E-07, -0.00102866, 0.0010288200000000002
DataValue, -2.452, -0.2, -1.914E-07, -0.0010294800000000002, 0.00103002
DataValue, -2.476, -0.2, -2.0732E-07, -0.00102978, 0.00103
DataValue, -2.5, -0.2, -2.2358E-07, -0.0010312000000000001, 0.00103082
DataValue, -2.5, -0.2, -2.2408E-07, -0.00103052, 0.00103064
DataValue, -2.476, -0.2, -2.0624E-07, -0.00102972, 0.0010303200000000002
DataValue, -2.452, -0.2, -1.9044E-07, -0.00102898, 0.00102878
DataValue, -2.428, -0.2, -1.7776E-07, -0.00102782, 0.00102764
DataValue, -2.404, -0.2, -1.6448E-07, -0.0010271, 0.0010270400000000001
DataValue, -2.38, -0.2, -1.5234E-07, -0.0010255800000000001, 0.0010261
DataValue, -2.356, -0.2, -1.3916E-07, -0.001025, 0.00102512
DataValue, -2.332, -0.2, -1.2878E-07, -0.0010242, 0.00102436
DataValue, -2.308, -0.2, -1.1882E-07, -0.00102308, 0.00102314
