
SetupTitle, ID-VG-FinFET
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.XAxis.Data, VG
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 1
TestParameter, Output.Graph.YAxis.Data, IS, IG
TestParameter, Output.Graph.YAxis.Scale, Log, Linear
TestParameter, Output.Graph.YAxis.Bottom, 1E-12, 1E-15
TestParameter, Output.Graph.YAxis.Top, 0.1, 1E-11
TestParameter, Output.Graph.YAxis.Group, Group 1, Group 2
TestParameter, Output.List.Data, VD, ID, IS, IG
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 06/14/2015 12:45:14
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 302
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 9db2a804-c612-4556-9fbb-315c84e01200
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VG
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -2
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, IS, IG
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, Group 1, Group 2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-14, -2.3E-09
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.1, 4.1E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.57692307692307687
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.57692307692307687
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.57692307692307687
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.57692307692307687
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.57692307692307687
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, VG: [ 500 m, -2 ] V / 101; IG: 10 uA	VD: [ -700 m, -700 m] V / -450 mV; ID: 20 mA	VS: COMMON
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VD, ID, IS, IG
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, A, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, ID-VG-FinFET
Dimension1, 202, 202, 202, 202, 202
Dimension2, 1, 1, 1, 1, 1
DataName, VG, VD, IG, ID, IS
DataValue, 0.5, -0.70000000000000007, 3.245E-11, -3.238E-11, 1.2800000000000002E-12
DataValue, 0.47500000000000003, -0.70000000000000007, 2.527E-11, -2.7740000000000003E-11, 2.9900000000000004E-12
DataValue, 0.45, -0.70000000000000007, 2.378E-11, -2.4680000000000002E-11, -4.1E-13
DataValue, 0.42500000000000004, -0.70000000000000007, 1.8510000000000003E-11, -2.252E-11, 7.100000000000001E-13
DataValue, 0.4, -0.70000000000000007, 1.885E-11, -2.059E-11, -1.9200000000000003E-12
DataValue, 0.375, -0.70000000000000007, 1.272E-11, -1.7850000000000002E-11, 3.86E-12
DataValue, 0.35000000000000003, -0.70000000000000007, 1.14E-11, -1.528E-11, -8E-13
DataValue, 0.325, -0.70000000000000007, 1.198E-11, -1.4290000000000002E-11, 3.05E-12
DataValue, 0.3, -0.70000000000000007, 8.2900000000000012E-12, -1.11E-11, 8.300000000000001E-13
DataValue, 0.275, -0.70000000000000007, 1.15E-11, -1.2170000000000002E-11, 2.74E-12
DataValue, 0.25, -0.70000000000000007, 7.5900000000000014E-12, -8.6900000000000011E-12, 7.3E-13
DataValue, 0.225, -0.70000000000000007, 4.7500000000000006E-12, -1.0740000000000002E-11, 3.23E-12
DataValue, 0.2, -0.70000000000000007, 3.4000000000000005E-12, -6.4E-12, -5.6E-13
DataValue, 0.17500000000000002, -0.70000000000000007, 5.8600000000000005E-12, -6.41E-12, 1.5000000000000002E-13
DataValue, 0.15, -0.70000000000000007, 2.4300000000000003E-12, -5.5200000000000007E-12, 8.0000000000000013E-14
DataValue, 0.125, -0.70000000000000007, 6.7900000000000008E-12, -6.0600000000000004E-12, 5E-13
DataValue, 0.1, -0.70000000000000007, 2.3300000000000004E-12, -3.77E-12, 3.8E-12
DataValue, 0.075, -0.70000000000000007, 2.46E-12, -4.6600000000000007E-12, -5.5000000000000008E-13
DataValue, 0.05, -0.70000000000000007, 2.82E-12, -3.46E-12, 2.74E-12
DataValue, 0.025, -0.70000000000000007, 1.7700000000000001E-12, -1.9400000000000002E-12, -1.6E-12
DataValue, 0, -0.70000000000000007, 4.4500000000000006E-12, -4.89E-12, 2.67E-12
DataValue, -0.025, -0.70000000000000007, 1.2900000000000002E-12, -2.3800000000000004E-12, 2.7000000000000002E-12
DataValue, -0.05, -0.70000000000000007, 1.1000000000000002E-12, -5.6E-12, 3.1200000000000004E-12
DataValue, -0.075, -0.70000000000000007, -1.2000000000000002E-13, -3.18E-12, 4.88E-12
DataValue, -0.1, -0.70000000000000007, 1.4200000000000002E-12, -8.070000000000001E-12, 3.2100000000000003E-12
DataValue, -0.125, -0.70000000000000007, 8.7E-13, -1.6940000000000002E-11, 1.2260000000000002E-11
DataValue, -0.15, -0.70000000000000007, 1.9900000000000002E-12, -3.5120000000000004E-11, 2.9700000000000005E-11
DataValue, -0.17500000000000002, -0.70000000000000007, -9.5E-13, -8.5480000000000011E-11, 8.5950000000000011E-11
DataValue, -0.2, -0.70000000000000007, -1.64E-12, -2.1153000000000002E-10, 3.1460000000000003E-10
DataValue, -0.225, -0.70000000000000007, -1.08E-12, -5.3309000000000007E-10, 5.2497E-10
DataValue, -0.25, -0.70000000000000007, 6.92E-12, -1.3092E-09, 1.3354E-09
DataValue, -0.275, -0.70000000000000007, 1.9E-12, -3.4554E-09, 3.4174E-09
DataValue, -0.3, -0.70000000000000007, 3.2700000000000004E-12, -8.8281E-09, 8.621E-09
DataValue, -0.325, -0.70000000000000007, 2.9300000000000002E-12, -2.2875799999999998E-08, 2.1715E-08
DataValue, -0.35000000000000003, -0.70000000000000007, 3.3900000000000003E-12, -5.6192E-08, 5.4261999999999993E-08
DataValue, -0.375, -0.70000000000000007, 9.5E-13, -1.3397999999999999E-07, 1.384E-07
DataValue, -0.4, -0.70000000000000007, -4.7E-13, -3.3258E-07, 3.333E-07
DataValue, -0.42500000000000004, -0.70000000000000007, -2.23E-12, -8.2436E-07, 8.1586E-07
DataValue, -0.45, -0.70000000000000007, 4.01E-11, -1.9818000000000002E-06, 1.973E-06
DataValue, -0.47500000000000003, -0.70000000000000007, -3.87E-12, -4.6029000000000004E-06, 4.6896000000000008E-06
DataValue, -0.5, -0.70000000000000007, -3.6800000000000005E-12, -1.04658E-05, 1.0396500000000001E-05
DataValue, -0.525, -0.70000000000000007, -5.2600000000000006E-12, -2.1806E-05, 2.1924000000000002E-05
DataValue, -0.55, -0.70000000000000007, -6.8700000000000004E-12, -4.235E-05, 4.283E-05
DataValue, -0.57500000000000007, -0.70000000000000007, -6.86E-12, -7.6504E-05, 7.6636E-05
DataValue, -0.6, -0.70000000000000007, -9.35E-12, -0.00012736, 0.00012694
DataValue, -0.625, -0.70000000000000007, -1.075E-11, -0.00019590000000000002, 0.00019736000000000002
DataValue, -0.65, -0.70000000000000007, -1.2570000000000002E-11, -0.00028486, 0.00028614
DataValue, -0.675, -0.70000000000000007, -1.3450000000000001E-11, -0.00039198, 0.00039452000000000004
DataValue, -0.70000000000000007, -0.70000000000000007, -1.4650000000000002E-11, -0.0005213, 0.00052102000000000008
DataValue, -0.72500000000000009, -0.70000000000000007, -1.774E-11, -0.0006654, 0.00066416
DataValue, -0.75, -0.70000000000000007, -2.076E-11, -0.0008216, 0.00082162
DataValue, -0.775, -0.70000000000000007, -2.2660000000000002E-11, -0.00099290000000000012, 0.00098854
DataValue, -0.8, -0.70000000000000007, -2.436E-11, -0.001176, 0.0011774
DataValue, -0.82500000000000007, -0.70000000000000007, -2.7760000000000003E-11, -0.0013728, 0.0013706
DataValue, -0.85000000000000009, -0.70000000000000007, -3.058E-11, -0.0015754, 0.0015728
DataValue, -0.875, -0.70000000000000007, -3.242E-11, -0.001788, 0.0017888000000000001
DataValue, -0.9, -0.70000000000000007, -3.449E-11, -0.0020098, 0.0020108
DataValue, -0.925, -0.70000000000000007, -3.812E-11, -0.002235, 0.0022384
DataValue, -0.95000000000000007, -0.70000000000000007, -4.1420000000000004E-11, -0.0024708, 0.0024632
DataValue, -0.97500000000000009, -0.70000000000000007, -4.6370000000000004E-11, -0.0027032000000000002, 0.0027022
DataValue, -1, -0.70000000000000007, -5.1740000000000007E-11, -0.0029446, 0.0029412
DataValue, -1.0250000000000001, -0.70000000000000007, -5.568E-11, -0.003182, 0.0031834
DataValue, -1.05, -0.70000000000000007, -5.977E-11, -0.0034232, 0.0034292
DataValue, -1.075, -0.70000000000000007, -6.51E-11, -0.0036776, 0.003674
DataValue, -1.1, -0.70000000000000007, -7.2190000000000011E-11, -0.0039174, 0.003922
DataValue, -1.125, -0.70000000000000007, -8.1400000000000011E-11, -0.004166, 0.0041648
DataValue, -1.1500000000000001, -0.70000000000000007, -8.973000000000001E-11, -0.0044212, 0.0044124
DataValue, -1.175, -0.70000000000000007, -1.0018000000000001E-10, -0.0046694, 0.0046606
DataValue, -1.2, -0.70000000000000007, -1.0962E-10, -0.0049136, 0.0049052
DataValue, -1.225, -0.70000000000000007, -1.2189E-10, -0.0051474, 0.0051658
DataValue, -1.25, -0.70000000000000007, -1.3334E-10, -0.005398, 0.005391
DataValue, -1.2750000000000001, -0.70000000000000007, -1.4696E-10, -0.0056206, 0.0056358
DataValue, -1.3, -0.70000000000000007, -1.6169E-10, -0.0058574000000000005, 0.0058548
DataValue, -1.325, -0.70000000000000007, -1.7863E-10, -0.0060756000000000004, 0.0060822
DataValue, -1.35, -0.70000000000000007, -1.9833000000000003E-10, -0.0063194, 0.0062962
DataValue, -1.375, -0.70000000000000007, -2.2047000000000002E-10, -0.0065204, 0.0065362
DataValue, -1.4000000000000001, -0.70000000000000007, -2.4481E-10, -0.006744, 0.0067258000000000005
DataValue, -1.425, -0.70000000000000007, -2.7193E-10, -0.0069344, 0.0069378
DataValue, -1.4500000000000002, -0.70000000000000007, -3.0254E-10, -0.0071228, 0.007126
DataValue, -1.475, -0.70000000000000007, -3.2835E-10, -0.0073326, 0.0073152
DataValue, -1.5, -0.70000000000000007, -3.6792E-10, -0.0074884, 0.007516
DataValue, -1.5250000000000001, -0.70000000000000007, -4.0151000000000004E-10, -0.0076814000000000006, 0.0076626
DataValue, -1.55, -0.70000000000000007, -4.4094000000000003E-10, -0.0078458, 0.0078216
DataValue, -1.5750000000000002, -0.70000000000000007, -4.8874E-10, -0.0079856, 0.00801
DataValue, -1.6, -0.70000000000000007, -5.3789E-10, -0.0081564, 0.0081494
DataValue, -1.625, -0.70000000000000007, -5.9119E-10, -0.008309, 0.0083176
DataValue, -1.6500000000000001, -0.70000000000000007, -6.4801E-10, -0.008443, 0.0084488
DataValue, -1.675, -0.70000000000000007, -7.126600000000001E-10, -0.0086148, 0.0085940000000000009
DataValue, -1.7000000000000002, -0.70000000000000007, -7.9273E-10, -0.0087362, 0.0087456000000000009
DataValue, -1.725, -0.70000000000000007, -8.5505000000000006E-10, -0.0088626, 0.0088544
DataValue, -1.75, -0.70000000000000007, -9.5125E-10, -0.008981, 0.0089914
DataValue, -1.7750000000000001, -0.70000000000000007, -1.0254E-09, -0.0090912, 0.0091074
DataValue, -1.8, -0.70000000000000007, -1.1195800000000002E-09, -0.009235, 0.0092282
DataValue, -1.8250000000000002, -0.70000000000000007, -1.2167E-09, -0.0093174, 0.0093128
DataValue, -1.85, -0.70000000000000007, -1.3278E-09, -0.0094236, 0.0094272
DataValue, -1.875, -0.70000000000000007, -1.4395E-09, -0.0095212, 0.0095428
DataValue, -1.9000000000000001, -0.70000000000000007, -1.5718E-09, -0.0096446, 0.0096336
DataValue, -1.925, -0.70000000000000007, -1.7058E-09, -0.0097218000000000009, 0.0097298
DataValue, -1.9500000000000002, -0.70000000000000007, -1.8701E-09, -0.009818, 0.0098318
DataValue, -1.975, -0.70000000000000007, -2.0251E-09, -0.009918, 0.0099122
DataValue, -2, -0.70000000000000007, -2.2032E-09, -0.010004, 0.010020600000000001
DataValue, -2, -0.70000000000000007, -2.21E-09, -0.009994, 0.0100086
DataValue, -1.975, -0.70000000000000007, -2.0265E-09, -0.0099208, 0.0099106
DataValue, -1.9500000000000002, -0.70000000000000007, -1.8746E-09, -0.0098056, 0.0098242
DataValue, -1.925, -0.70000000000000007, -1.707E-09, -0.0097188, 0.0097078
DataValue, -1.9000000000000001, -0.70000000000000007, -1.5886E-09, -0.0096352, 0.00963
DataValue, -1.875, -0.70000000000000007, -1.4484E-09, -0.0095084, 0.0095150000000000009
DataValue, -1.85, -0.70000000000000007, -1.3331E-09, -0.0094248, 0.0094032
DataValue, -1.8250000000000002, -0.70000000000000007, -1.2434E-09, -0.0093018, 0.009318
DataValue, -1.8, -0.70000000000000007, -1.1321E-09, -0.0092106, 0.009187
DataValue, -1.7750000000000001, -0.70000000000000007, -1.0332E-09, -0.009059, 0.0090902
DataValue, -1.75, -0.70000000000000007, -9.4319000000000013E-10, -0.0089636, 0.0089476
DataValue, -1.725, -0.70000000000000007, -8.700600000000001E-10, -0.0088166, 0.0088382000000000009
DataValue, -1.7000000000000002, -0.70000000000000007, -7.9349E-10, -0.0086944, 0.0086856
DataValue, -1.675, -0.70000000000000007, -7.225E-10, -0.008565, 0.0085762
DataValue, -1.6500000000000001, -0.70000000000000007, -6.5579000000000007E-10, -0.008421, 0.0084294
DataValue, -1.625, -0.70000000000000007, -5.9709000000000005E-10, -0.0082838000000000009, 0.0082716
DataValue, -1.6, -0.70000000000000007, -5.4519000000000006E-10, -0.0081088, 0.0081282
DataValue, -1.5750000000000002, -0.70000000000000007, -4.9234000000000008E-10, -0.0079778, 0.0079478
DataValue, -1.55, -0.70000000000000007, -4.5083000000000003E-10, -0.0077766, 0.0077824
DataValue, -1.5250000000000001, -0.70000000000000007, -4.1041000000000003E-10, -0.007631, 0.0076424000000000006
DataValue, -1.5, -0.70000000000000007, -3.7067E-10, -0.0074592, 0.0074578000000000005
